NAME,dummy,STREET ADDRESS,BLDG/FLOOR/UNIT,CITY,STATE,ZIPCODE,PHONE,address,lat,long,url
MHP ALPINE,,1000 ALPINE AVE,,BOULDER,CO,80304,(303) 650-4460,"1000 ALPINE AVE, BOULDER, CO, 80304",40.0253234,-105.2842087,"<a href=""https://maps.google.com/?q=40.0253234,-105.2842087"">1000 ALPINE AVE, BOULDER, CO, 80304</a>."
MIDDLE PARK MEDICAL CENTER,,1000 GRANBY PARK DRIVE SOUTH,,GRANBY,CO,80446,(970) 887-5800,"1000 GRANBY PARK DRIVE SOUTH, GRANBY, CO, 80446",40.0758314,-105.925252,"<a href=""https://maps.google.com/?q=40.0758314,-105.925252"">1000 GRANBY PARK DRIVE SOUTH, GRANBY, CO, 80446</a>."
MIDDLE PARK MEDICAL CENTER,,47 COOPER CREEK WAY,,WINTER PARK,CO,80482,(970) 887-5800,"47 COOPER CREEK WAY, WINTER PARK, CO, 80482",39.9176999,-105.7857115,"<a href=""https://maps.google.com/?q=39.9176999,-105.7857115"">47 COOPER CREEK WAY, WINTER PARK, CO, 80482</a>."
MIDDLE PARK MEDICAL CENTER KREMMLING CLINIC,,214 S 4TH ST,,KREMMLING,CO,80459,(970) 724-3524,"214 S 4TH ST, KREMMLING, CO, 80459",40.0569208,-106.3904418,"<a href=""https://maps.google.com/?q=40.0569208,-106.3904418"">214 S 4TH ST, KREMMLING, CO, 80459</a>."
MILE HIGH ONCOLOGY,,7750 S BROADWAY ,,LITTLETON,CO,80122,(303) 734-2126,"7750 S BROADWAY , LITTLETON, CO, 80122",39.5754024,-104.9863023,"<a href=""https://maps.google.com/?q=39.5754024,-104.9863023"">7750 S BROADWAY , LITTLETON, CO, 80122</a>."
MISSION HOSPICE AND PALLIATIVE CARE,,12835 E ARAPAHOE RD,TOWER I STE 400,CENTENNIAL,CO,80112,(303) 708-1122,"12835 E ARAPAHOE RD, TOWER I STE 400, CENTENNIAL, CO, 80112",39.5962269,-104.8397616,"<a href=""https://maps.google.com/?q=39.5962269,-104.8397616"">12835 E ARAPAHOE RD, TOWER I STE 400, CENTENNIAL, CO, 80112</a>."
MOBILE HEALTH SERVICES VAN,,117 WEST RIO GRANDE STREET,,COLORADO SPRINGS,CO,80903,(719) 471-2789,"117 WEST RIO GRANDE STREET, COLORADO SPRINGS, CO, 80903",38.8241863,-104.8287264,"<a href=""https://maps.google.com/?q=38.8241863,-104.8287264"">117 WEST RIO GRANDE STREET, COLORADO SPRINGS, CO, 80903</a>."
MOFFAT FAMILY HEALTH CENTER,,545 MOFFAT WAY,,MOFFAT,CO,81143,(719) 256-4025,"545 MOFFAT WAY, MOFFAT, CO, 81143",38.0000348,-105.9077779,"<a href=""https://maps.google.com/?q=38.0000348,-105.9077779"">545 MOFFAT WAY, MOFFAT, CO, 81143</a>."
MONFORT CHILDREN'S CLINIC ,,100 NORTH 11TH AVENUE,,GREELEY,CO,80631,(970) 352-8898,"100 NORTH 11TH AVENUE, GREELEY, CO, 80631",40.4343552,-104.6960454,"<a href=""https://maps.google.com/?q=40.4343552,-104.6960454"">100 NORTH 11TH AVENUE, GREELEY, CO, 80631</a>."
MONFORT FAMILY CLINIC,,2930 11TH AVENUE,,EVANS,CO,80620,(970) 353-9403,"2930 11TH AVENUE, EVANS, CO, 80620",40.388399,-104.6926325,"<a href=""https://maps.google.com/?q=40.388399,-104.6926325"">2930 11TH AVENUE, EVANS, CO, 80620</a>."
MONTBELLO FAMILY HEALTH CENTER,,12600 ALBROOK DRIVE,,DENVER,CO,80239,(303) 602-4000,"12600 ALBROOK DRIVE, DENVER, CO, 80239",39.7812775,-104.8439114,"<a href=""https://maps.google.com/?q=39.7812775,-104.8439114"">12600 ALBROOK DRIVE, DENVER, CO, 80239</a>."
MONTBELLO HIGH SCHOOL - SCHOOL-BASED HEALTH CENTER,,5000 CROWN BOULEVARD,,DENVER,CO,80239,(720) 423-5808,"5000 CROWN BOULEVARD, DENVER, CO, 80239",39.7866559,-104.827404,"<a href=""https://maps.google.com/?q=39.7866559,-104.827404"">5000 CROWN BOULEVARD, DENVER, CO, 80239</a>."
MONTE VISTA RHC OF RIO GRANDE HOSPITAL,,1033 2ND AVENUE,,MONTE VISTA,CO,81144,(719) 852-8827,"1033 2ND AVENUE, MONTE VISTA, CO, 81144",37.5795287,-106.1445399,"<a href=""https://maps.google.com/?q=37.5795287,-106.1445399"">1033 2ND AVENUE, MONTE VISTA, CO, 81144</a>."
MONTROSE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES ,,851 MAIN ST ,,NUCLA ,CO,81424,(970) 252-7052,"851 MAIN ST , NUCLA , CO, 81424",38.2637189,-108.5455976,"<a href=""https://maps.google.com/?q=38.2637189,-108.5455976"">851 MAIN ST , NUCLA , CO, 81424</a>."
Mother Daughter Sister Friend Boutique at Penrose Pavilion,Local,"2312 N. Nevada Ave., Suite 225",,Colorado Springs,CO,80907,719-776-8333,"2312 N. Nevada Ave., Suite 225, Colorado Springs, CO, 80907",38.8659899,-104.8205425,"<a href=""https://maps.google.com/?q=38.8659899,-104.8205425"">2312 N. Nevada Ave., Suite 225, Colorado Springs, CO, 80907</a>."
MOUNTAIN BLUE CANCER CARE CENTER,,400  INDIANA STREET, #270,GOLDEN,CO,80401,(303) 953-7400,"400  INDIANA STREET,  #270, GOLDEN, CO, 80401",39.722311,-105.163576,"<a href=""https://maps.google.com/?q=39.722311,-105.163576"">400  INDIANA STREET,  #270, GOLDEN, CO, 80401</a>."
MOUNTAIN BLUE CANCER CARE CENTER,,799 E HAMPDEN AVENUE, #500,ENGLEWOOD,CO,80113,(303) 953-7400,"799 E HAMPDEN AVENUE,  #500, ENGLEWOOD, CO, 80113",39.6534336,-104.9786486,"<a href=""https://maps.google.com/?q=39.6534336,-104.9786486"">799 E HAMPDEN AVENUE,  #500, ENGLEWOOD, CO, 80113</a>."
Mountain Family Center,Local,"480 E. Agate Ave., Suite 1C",,Granby,CO,80446,970-557-3186,"480 E. Agate Ave., Suite 1C, Granby, CO, 80446",40.0844868,-105.9346925,"<a href=""https://maps.google.com/?q=40.0844868,-105.9346925"">480 E. Agate Ave., Suite 1C, Granby, CO, 80446</a>."
MOUNTAIN FAMILY HEALTH CENTER - AVON SBHC,,805 W BEAVER CREEK BLVD,,AVON,CO,81620,(970) 945-2840,"805 W BEAVER CREEK BLVD, AVON, CO, 81620",39.6390291,-106.5348886,"<a href=""https://maps.google.com/?q=39.6390291,-106.5348886"">805 W BEAVER CREEK BLVD, AVON, CO, 81620</a>."
MOUNTAIN FAMILY HEALTH CENTER - BASALT,,234 CODY LANE,,BASALT,CO,81621,(970) 945-2840,"234 CODY LANE, BASALT, CO, 81621",39.3628808,-107.0330439,"<a href=""https://maps.google.com/?q=39.3628808,-107.0330439"">234 CODY LANE, BASALT, CO, 81621</a>."
MOUNTAIN FAMILY HEALTH CENTER - BASALT ELEM SBHC,,151 E COTTONWOOD DRIVE,,BASALT,CO,81621,(970) 945-2840,"151 E COTTONWOOD DRIVE, BASALT, CO, 81621",39.3656672,-107.029953,"<a href=""https://maps.google.com/?q=39.3656672,-107.029953"">151 E COTTONWOOD DRIVE, BASALT, CO, 81621</a>."
MOUNTAIN FAMILY HEALTH CENTER - BASALT HIGH SBHC,,600 SOUTHSIDE DRIVE,,BASALT,CO,81621,(970) 945-2840,"600 SOUTHSIDE DRIVE, BASALT, CO, 81621",39.3563997,-107.0387184,"<a href=""https://maps.google.com/?q=39.3563997,-107.0387184"">600 SOUTHSIDE DRIVE, BASALT, CO, 81621</a>."
MOUNTAIN FAMILY HEALTH CENTER - BASALT MIDDLE SBHC,,51 SCHOOL STREET,#E114,BASALT,CO,81621,(970) 945-2840,"51 SCHOOL STREET, #E114, BASALT, CO, 81621",39.3649926,-107.0296708,"<a href=""https://maps.google.com/?q=39.3649926,-107.0296708"">51 SCHOOL STREET, #E114, BASALT, CO, 81621</a>."
MOUNTAIN FAMILY HEALTH CENTER - EDWARDS,,320 BEARD CREEK ROAD,,EDWARDS,CO,81632,(970) 945-2840,"320 BEARD CREEK ROAD, EDWARDS, CO, 81632",39.652484,-106.593531,"<a href=""https://maps.google.com/?q=39.652484,-106.593531"">320 BEARD CREEK ROAD, EDWARDS, CO, 81632</a>."
MOUNTAIN FAMILY HEALTH CENTER - GLENWOOD DENTAL MOBILE UNIT,,20 EAGLE COUNTY DR.,,EL JEBEL,CO,81623,(970) 945-2840,"20 EAGLE COUNTY DR., EL JEBEL, CO, 81623",39.3925413,-107.0906919,"<a href=""https://maps.google.com/?q=39.3925413,-107.0906919"">20 EAGLE COUNTY DR., EL JEBEL, CO, 81623</a>."
MOUNTAIN FAMILY HEALTH CENTER - GLENWOOD SPRINGS,,1905 BLAKE AVENUE,SUITE #101,GLENWOOD SPRINGS,CO,81601,(970) 945-2840,"1905 BLAKE AVENUE, SUITE #101, GLENWOOD SPRINGS, CO, 81601",39.5324954,-107.3232355,"<a href=""https://maps.google.com/?q=39.5324954,-107.3232355"">1905 BLAKE AVENUE, SUITE #101, GLENWOOD SPRINGS, CO, 81601</a>."
MOUNTAIN FAMILY HEALTH CENTER - GLENWOOD SPRINGS HIGH SBHC,,1521 GRAND AVE,,GLENWOOD SPRINGS,CO,81601,(970) 945-2840,"1521 GRAND AVE, GLENWOOD SPRINGS, CO, 81601",39.5382907,-107.3266783,"<a href=""https://maps.google.com/?q=39.5382907,-107.3266783"">1521 GRAND AVE, GLENWOOD SPRINGS, CO, 81601</a>."
MOUNTAIN FAMILY HEALTH CENTER - RIFLE,,195 W. 14TH ST.,,RIFLE,CO,81650,(970) 945-2840,"195 W. 14TH ST., RIFLE, CO, 81650",39.5414933,-107.7850424,"<a href=""https://maps.google.com/?q=39.5414933,-107.7850424"">195 W. 14TH ST., RIFLE, CO, 81650</a>."
MOUNTAIN FAMILY HEALTH CENTER - ROARING FORK HIGH SBHC,,2270 HWY 133,#14,CARBONDALE,CO,81623,(970) 945-2840,"2270 HWY 133, #14, CARBONDALE, CO, 81623",39.3879998,-107.2040301,"<a href=""https://maps.google.com/?q=39.3879998,-107.2040301"">2270 HWY 133, #14, CARBONDALE, CO, 81623</a>."
Mountain Yoga Therapy,Local,106A Alpine Drive,,Frisco,CO,80443,413-896-9282,"106A Alpine Drive, Frisco, CO, 80443",39.5796409,-106.1031438,"<a href=""https://maps.google.com/?q=39.5796409,-106.1031438"">106A Alpine Drive, Frisco, CO, 80443</a>."
MT EVANS HOSPICE INC,,3081 BERGEN PEAK DR,,EVERGREEN,CO,80439,(303) 674-6400,"3081 BERGEN PEAK DR, EVERGREEN, CO, 80439",39.659009,-105.3528662,"<a href=""https://maps.google.com/?q=39.659009,-105.3528662"">3081 BERGEN PEAK DR, EVERGREEN, CO, 80439</a>."
MT ROSE HEALTH CTR PALLIATIVE CARE AND HOSPICE INC,,409 BENEDICTA AVE,STE A,TRINIDAD,CO,81082,(719) 846-8478,"409 BENEDICTA AVE, STE A, TRINIDAD, CO, 81082",37.1722937,-104.489145,"<a href=""https://maps.google.com/?q=37.1722937,-104.489145"">409 BENEDICTA AVE, STE A, TRINIDAD, CO, 81082</a>."
MT SAN RAFAEL HOSPITAL HEALTH CLINIC,,400 BENEDICTA AVE,SUITE A,TRINIDAD,CO,81082,(719) 846-8050,"400 BENEDICTA AVE, SUITE A, TRINIDAD, CO, 81082",37.1720468,-104.4879399,"<a href=""https://maps.google.com/?q=37.1720468,-104.4879399"">400 BENEDICTA AVE, SUITE A, TRINIDAD, CO, 81082</a>."
MT SAN RAFAEL HOSPITAL OUTPATIENT SPECIALTY CLINICS,,410 BENEDICTA AVE, ,TRINIDAD,CO,81082,(719) 365-6568,"410 BENEDICTA AVE,  , TRINIDAD, CO, 81082",37.173196,-104.4875252,"<a href=""https://maps.google.com/?q=37.173196,-104.4875252"">410 BENEDICTA AVE,  , TRINIDAD, CO, 81082</a>."
Music Plus - Therapy Services of Colorado,Local,8120 Sheridan Blvd. B-100,,Arvada,CO,80003,7204560401,"8120 Sheridan Blvd. B-100, Arvada, CO, 80003",39.8438824,-105.0516775,"<a href=""https://maps.google.com/?q=39.8438824,-105.0516775"">8120 Sheridan Blvd. B-100, Arvada, CO, 80003</a>."
MyLifeLine.org Cancer Foundation,Local,"1355 S. Colorado Blvd., Bldg. C-601",,Denver,CO,80222,1-888-234-2468,"1355 S. Colorado Blvd., Bldg. C-601, Denver, CO, 80222",39.6919859,-104.9416465,"<a href=""https://maps.google.com/?q=39.6919859,-104.9416465"">1355 S. Colorado Blvd., Bldg. C-601, Denver, CO, 80222</a>."
NAMASTE HOSPICE,,6000 EAST EVANS AVENUE,SUITE 2-400,DENVER,CO,80222,(303) 730-3578,"6000 EAST EVANS AVENUE, SUITE 2-400, DENVER, CO, 80222",39.6779473,-104.917781,"<a href=""https://maps.google.com/?q=39.6779473,-104.917781"">6000 EAST EVANS AVENUE, SUITE 2-400, DENVER, CO, 80222</a>."
NATIONAL JEWISH HEALTH - NORTHERN HEMATOLOGY ONCOLOGY,,9451  HURON STREET,,THORNTON,CO,80260,(303) 650-4042,"9451  HURON STREET, THORNTON, CO, 80260",39.8682136,-104.9974822,"<a href=""https://maps.google.com/?q=39.8682136,-104.9974822"">9451  HURON STREET, THORNTON, CO, 80260</a>."
NATIONAL JEWISH HEALTH - WESTERN HEMATOLOGY ONCOLOGY,,400  INDIANA STREET,,GOLDEN,CO,80401,(303) 232-0602,"400  INDIANA STREET, GOLDEN, CO, 80401",39.7223076,-105.1635551,"<a href=""https://maps.google.com/?q=39.7223076,-105.1635551"">400  INDIANA STREET, GOLDEN, CO, 80401</a>."
National Jewish Health- Main Campus,,1400 Jackson St.,,Denver,CO,80206,303-270-2743,"1400 Jackson St., Denver, CO, 80206",39.7394694,-104.9423077,"<a href=""https://maps.google.com/?q=39.7394694,-104.9423077"">1400 Jackson St., Denver, CO, 80206</a>."
NEW CENTURY HOSPICE - CASTLE ROCK,,380 PERRY ST,UNIT 210,CASTLE ROCK,CO,80104,(303) 660-6107,"380 PERRY ST, UNIT 210, CASTLE ROCK, CO, 80104",39.373064,-104.8583796,"<a href=""https://maps.google.com/?q=39.373064,-104.8583796"">380 PERRY ST, UNIT 210, CASTLE ROCK, CO, 80104</a>."
NEW CENTURY HOSPICE - DENVER,,3801 E FLORIDA AVE,SUITE 640,DENVER,CO,80210,(303) 753-2329,"3801 E FLORIDA AVE, SUITE 640, DENVER, CO, 80210",39.6898128,-104.9423989,"<a href=""https://maps.google.com/?q=39.6898128,-104.9423989"">3801 E FLORIDA AVE, SUITE 640, DENVER, CO, 80210</a>."
NEW CENTURY HOSPICE OF COLORADO SPRINGS,,1320 FORTINO BLVD,STE C,PUEBLO,CO,81008,(719) 543-7847,"1320 FORTINO BLVD, STE C, PUEBLO, CO, 81008",38.3121258,-104.6245494,"<a href=""https://maps.google.com/?q=38.3121258,-104.6245494"">1320 FORTINO BLVD, STE C, PUEBLO, CO, 81008</a>."
NEW CENTURY HOSPICE OF COLORADO SPRINGS,,6270 LEHMAN DR,STE 150,COLORADO SPRINGS,CO,80918,(719) 330-6652,"6270 LEHMAN DR, STE 150, COLORADO SPRINGS, CO, 80918",38.9221924,-104.7887036,"<a href=""https://maps.google.com/?q=38.9221924,-104.7887036"">6270 LEHMAN DR, STE 150, COLORADO SPRINGS, CO, 80918</a>."
Nicki's Circle Ovarian Cancer Support Group,Local,"1350 Washington Street, room 107",,Denver,CO,80203,720-724-8612,"1350 Washington Street, room 107, Denver, CO, 80203",39.7376386,-104.9781322,"<a href=""https://maps.google.com/?q=39.7376386,-104.9781322"">1350 Washington Street, room 107, Denver, CO, 80203</a>."
Nighthawk Ranch,Local,"2980 County Rd. 102, P.O. Box 265",,Guffey,CO,80820,719-689-5634,"2980 County Rd. 102, P.O. Box 265, Guffey, CO, 80820",38.7706486,-105.5043255,"<a href=""https://maps.google.com/?q=38.7706486,-105.5043255"">2980 County Rd. 102, P.O. Box 265, Guffey, CO, 80820</a>."
Nordstrom Breast Prosthesis Program,Local,21 W. Flatiron Cir.,,Broomfield,CO,80021,720-887-0333 . 1240,"21 W. Flatiron Cir., Broomfield, CO, 80021",39.9301852,-105.1361339,"<a href=""https://maps.google.com/?q=39.9301852,-105.1361339"">21 W. Flatiron Cir., Broomfield, CO, 80021</a>."
Nordstrom Breast Prosthesis Program,Local,"Cherry Creek Mall, 2810 1st Ave.",,Denver,CO,80206,720-746-2424 . 1240,"Cherry Creek Mall, 2810 1st Ave., Denver, CO, 80206",39.7172026,-104.9550336,"<a href=""https://maps.google.com/?q=39.7172026,-104.9550336"">Cherry Creek Mall, 2810 1st Ave., Denver, CO, 80206</a>."
Nordstrom Breast Prosthesis Program,Local,"Park Meadows Mall, 8465 Park Meadows Center Dr.",,Lone Tree,CO,80124,303-799-3400 . 1240,"Park Meadows Mall, 8465 Park Meadows Center Dr., Lone Tree, CO, 80124",39.5618042,-104.8761548,"<a href=""https://maps.google.com/?q=39.5618042,-104.8761548"">Park Meadows Mall, 8465 Park Meadows Center Dr., Lone Tree, CO, 80124</a>."
NORTH COLORADO MEDICAL CENTER - BREAST CENTER,,2001  70TH AVENUE,,GREELEY,CO,80634,(970) 810-2500,"2001  70TH AVENUE, GREELEY, CO, 80634",40.4065333,-104.7935282,"<a href=""https://maps.google.com/?q=40.4065333,-104.7935282"">2001  70TH AVENUE, GREELEY, CO, 80634</a>."
NORTH HIGH SCHOOL - SCHOOL-BASED HEALTH CENTER,,2960 NORTH SPEER BOULEVARD,,DENVER,CO,80211,(720) 423-2718,"2960 NORTH SPEER BOULEVARD, DENVER, CO, 80211",39.7594356,-105.0221823,"<a href=""https://maps.google.com/?q=39.7594356,-105.0221823"">2960 NORTH SPEER BOULEVARD, DENVER, CO, 80211</a>."
NORTH PARK MEDICAL CENTER - WALDEN,,350 MCKINLEY STREET,,WALDEN,CO,80480,(970) 723-4255,"350 MCKINLEY STREET, WALDEN, CO, 80480",40.7325048,-106.2812223,"<a href=""https://maps.google.com/?q=40.7325048,-106.2812223"">350 MCKINLEY STREET, WALDEN, CO, 80480</a>."
NORTH SPRINGS ASSOCIATES,,6071 E WOODMEN ROAD, #340,COLORADO SPRINGS,CO,80923,(719) 591-8100,"6071 E WOODMEN ROAD,  #340, COLORADO SPRINGS, CO, 80923",38.9395896,-104.7168588,"<a href=""https://maps.google.com/?q=38.9395896,-104.7168588"">6071 E WOODMEN ROAD,  #340, COLORADO SPRINGS, CO, 80923</a>."
Northeast Colorado County Express Public Transportation,Local,1619 S. 6th Avenue,,Sterling,CO,80751,970-522-6440,"1619 S. 6th Avenue, Sterling, CO, 80751",40.6099438,-103.2190559,"<a href=""https://maps.google.com/?q=40.6099438,-103.2190559"">1619 S. 6th Avenue, Sterling, CO, 80751</a>."
Northeast Colorado County Express Public Transportation,Local,17475 Hwy 144,,Fort Morgan,CO,80701,970 -867 -6494 ext. 221 -222,"17475 Hwy 144, Fort Morgan, CO, 80701",40.2625322,-103.8212341,"<a href=""https://maps.google.com/?q=40.2625322,-103.8212341"">17475 Hwy 144, Fort Morgan, CO, 80701</a>."
Northeast Colorado County Express Public Transportation,Local,505 East 8th Ave.,,Yuma,CO,80759,866-734-6666,"505 East 8th Ave., Yuma, CO, 80759",40.1176999,-102.7174173,"<a href=""https://maps.google.com/?q=40.1176999,-102.7174173"">505 East 8th Ave., Yuma, CO, 80759</a>."
NORTHEAST COLORADO HEALTH DEPARTMENT-AKRON ,,482 ADAMS AVE ,,AKRON ,CO,80720,(970) 345-6562,"482 ADAMS AVE , AKRON , CO, 80720",40.16302,-103.2139176,"<a href=""https://maps.google.com/?q=40.16302,-103.2139176"">482 ADAMS AVE , AKRON , CO, 80720</a>."
NORTHEAST COLORADO HEALTH DEPARTMENT-FT. MORGAN ,,228 W. RAILROAD AVE ,,FORT MORGAN ,CO,80701,(970) 867-4918,"228 W. RAILROAD AVE , FORT MORGAN , CO, 80701",40.2482556,-103.8042835,"<a href=""https://maps.google.com/?q=40.2482556,-103.8042835"">228 W. RAILROAD AVE , FORT MORGAN , CO, 80701</a>."
NORTHEAST COLORADO HEALTH DEPARTMENT-HOLYOKE ,,127 E. DENVER ST ,,HOLYOKE ,CO,80734,(970) 854-2717,"127 E. DENVER ST , HOLYOKE , CO, 80734",40.5858889,-102.3013854,"<a href=""https://maps.google.com/?q=40.5858889,-102.3013854"">127 E. DENVER ST , HOLYOKE , CO, 80734</a>."
NORTHEAST COLORADO HEALTH DEPARTMENT-JULESBURG ,,118 W. 3RD ST ,,JULESBURG ,CO,80737,(970) 474-2619,"118 W. 3RD ST , JULESBURG , CO, 80737",40.9879677,-102.2649406,"<a href=""https://maps.google.com/?q=40.9879677,-102.2649406"">118 W. 3RD ST , JULESBURG , CO, 80737</a>."
NORTHEAST COLORADO HEALTH DEPARTMENT-YUMA ,,529 N. ALBANY ST ,,YUMA ,CO,80759,(970) 848-3811,"529 N. ALBANY ST , YUMA , CO, 80759",40.1306085,-102.7217266,"<a href=""https://maps.google.com/?q=40.1306085,-102.7217266"">529 N. ALBANY ST , YUMA , CO, 80759</a>."
NORTHEAST COLORADO HEALTH DEPTARTMENT FAMILY PLANNING PROGRAM ,,700 COLUMBINE ST ,,STERLING ,CO,80751,(970) 522-3741,"700 COLUMBINE ST , STERLING , CO, 80751",40.6167643,-103.222121,"<a href=""https://maps.google.com/?q=40.6167643,-103.222121"">700 COLUMBINE ST , STERLING , CO, 80751</a>."
NORTHWEST COLORADO HEALTH,,480 ROLLINGSTONE DRIVE,,STEAMBOAT SPRINGS,CO,80487,(970) 879-1632,"480 ROLLINGSTONE DRIVE, STEAMBOAT SPRINGS, CO, 80487",40.4652833,-106.8218246,"<a href=""https://maps.google.com/?q=40.4652833,-106.8218246"">480 ROLLINGSTONE DRIVE, STEAMBOAT SPRINGS, CO, 80487</a>."
NORTHWEST COLORADO HEALTH,,483 YAMPA ST,,CRAIG,CO,81625,(970) 824-8233,"483 YAMPA ST, CRAIG, CO, 81625",40.5139386,-107.547106,"<a href=""https://maps.google.com/?q=40.5139386,-107.547106"">483 YAMPA ST, CRAIG, CO, 81625</a>."
NORTHWEST COLORADO HEALTH - DENTAL CLINIC,,485 YAMPA AVENUE,,CRAIG,CO,81625,(970) 824-8000,"485 YAMPA AVENUE, CRAIG, CO, 81625",40.5139047,-107.5471054,"<a href=""https://maps.google.com/?q=40.5139047,-107.5471054"">485 YAMPA AVENUE, CRAIG, CO, 81625</a>."
NORTHWEST COLORADO HEALTH - SOUTH ROUTT DENTAL CLINIC,,300 MAIN ST,,OAK CREEK,CO,80467,(970) 736-8118,"300 MAIN ST, OAK CREEK, CO, 80467",40.2760113,-106.9601804,"<a href=""https://maps.google.com/?q=40.2760113,-106.9601804"">300 MAIN ST, OAK CREEK, CO, 80467</a>."
NORTHWEST COLORADO HEALTH COMMUNITY HEALTH CENTER - MOFFAT COUNTY,,745 RUSSELL STREET,,CRAIG,CO,81625,(970) 824-8233,"745 RUSSELL STREET, CRAIG, CO, 81625",40.5189174,-107.5458244,"<a href=""https://maps.google.com/?q=40.5189174,-107.5458244"">745 RUSSELL STREET, CRAIG, CO, 81625</a>."
NORTHWEST COLORADO VISITING NURSE ASSOCIATION COMMUNITY HEALTH CENTER - ROUTT COUNTY,,940 CENTRAL PARK DR.,SUITE 101,STEAMBOAT SPRINGS,CO,80487,(970) 879-1632,"940 CENTRAL PARK DR., SUITE 101, STEAMBOAT SPRINGS, CO, 80487",40.4628427,-106.8159896,"<a href=""https://maps.google.com/?q=40.4628427,-106.8159896"">940 CENTRAL PARK DR., SUITE 101, STEAMBOAT SPRINGS, CO, 80487</a>."
Nutrition and Cancer,Local,"Nutrition Foundations, 4770 E. Iliff Ave., Suite 115",,Denver,CO,80222,303-810-8612,"Nutrition Foundations, 4770 E. Iliff Ave., Suite 115, Denver, CO, 80222",39.6745028,-104.9320251,"<a href=""https://maps.google.com/?q=39.6745028,-104.9320251"">Nutrition Foundations, 4770 E. Iliff Ave., Suite 115, Denver, CO, 80222</a>."
O'ROURKE DENTAL CLINIC,,2030 LAKE AVENUE,,PUEBLO,CO,81004,(719) 564-4823,"2030 LAKE AVENUE, PUEBLO, CO, 81004",38.2321285,-104.6241236,"<a href=""https://maps.google.com/?q=38.2321285,-104.6241236"">2030 LAKE AVENUE, PUEBLO, CO, 81004</a>."
Oncology Rehab,Local,"5300 DTC Parkway, Suite 200",,Greenwood Village,CO,80111,720-306-8261,"5300 DTC Parkway, Suite 200, Greenwood Village, CO, 80111",39.6200108,-104.8961348,"<a href=""https://maps.google.com/?q=39.6200108,-104.8961348"">5300 DTC Parkway, Suite 200, Greenwood Village, CO, 80111</a>."
OPEN MRI OF PUEBLO,,1425 US HWY 50,,WEST PUEBLO,CO,81008,719-404-0991,"1425 US HWY 50, WEST PUEBLO, CO, 81008",38.2455082,-104.563033,"<a href=""https://maps.google.com/?q=38.2455082,-104.563033"">1425 US HWY 50, WEST PUEBLO, CO, 81008</a>."
OPTIMAL HOSPICE CARE,,4380 S SYRACUSE ST,STE 455,DENVER,CO,80237,(303) 488-9998,"4380 S SYRACUSE ST, STE 455, DENVER, CO, 80237",39.6373811,-104.8987489,"<a href=""https://maps.google.com/?q=39.6373811,-104.8987489"">4380 S SYRACUSE ST, STE 455, DENVER, CO, 80237</a>."
Optimizing Presence,Local,"5330 Manhattan Cir., Suite F",,Boulder,CO,80303,303-775-1885,"5330 Manhattan Cir., Suite F, Boulder, CO, 80303",39.9839484,-105.2277502,"<a href=""https://maps.google.com/?q=39.9839484,-105.2277502"">5330 Manhattan Cir., Suite F, Boulder, CO, 80303</a>."
Orchard of Hope Foundation,Local,111 N Orchard Ave.,,Canon City,CO,81212,719-275-0089,"111 N Orchard Ave., Canon City, CO, 81212",38.4473701,-105.2179724,"<a href=""https://maps.google.com/?q=38.4473701,-105.2179724"">111 N Orchard Ave., Canon City, CO, 81212</a>."
Orthotic Prosthetic Solutions,Local,1446 Hover Rd.,,Longmont,CO,80501,720-652-0100,"1446 Hover Rd., Longmont, CO, 80501",40.18458,-105.1304388,"<a href=""https://maps.google.com/?q=40.18458,-105.1304388"">1446 Hover Rd., Longmont, CO, 80501</a>."
OUTREACH SERVICE/MOBILE VAN,,2930 11TH AVE,,EVANS,CO,80620,(970) 353-9403,"2930 11TH AVE, EVANS, CO, 80620",40.388399,-104.6926325,"<a href=""https://maps.google.com/?q=40.388399,-104.6926325"">2930 11TH AVE, EVANS, CO, 80620</a>."
PAGOSA MOUNTAIN CLINIC,,95 SOUTH PAGOSA BLVD,,PAGOSA SPRINGS,CO,81147,(970) 731-3700,"95 SOUTH PAGOSA BLVD, PAGOSA SPRINGS, CO, 81147",37.2521575,-107.0783976,"<a href=""https://maps.google.com/?q=37.2521575,-107.0783976"">95 SOUTH PAGOSA BLVD, PAGOSA SPRINGS, CO, 81147</a>."
PALS - Parent Allies for Love and Support,Local,380 S. Holly St.,,Denver,CO,80246,904-504-4800,"380 S. Holly St., Denver, CO, 80246",39.7096071,-104.9220258,"<a href=""https://maps.google.com/?q=39.7096071,-104.9220258"">380 S. Holly St., Denver, CO, 80246</a>."
PARK HILL CLINIC & PHARMACY ,,1302 EAST 5TH STREET,,PUEBLO,CO,81001,(719) 543-8711,"1302 EAST 5TH STREET, PUEBLO, CO, 81001",38.2717157,-104.588699,"<a href=""https://maps.google.com/?q=38.2717157,-104.588699"">1302 EAST 5TH STREET, PUEBLO, CO, 81001</a>."
